order_id,order_date,customer_id,product_id,quantity,unit_price,discount,sales,profit
O00922,2024-01-20,C0140,P016,4,627.86,0.05,2385.87,2268.15
O00923,2024-07-28,C0332,P042,7,233.96,0.0,1637.72,-2668.89
O00924,2025-09-03,C0466,P051,2,174.29,0.1,313.72,-1036.14
O00925,2024-09-16,C0348,P035,5,615.36,0.2,2461.44,1259.64
O00926,2024-02-26,C0334,P010,1,460.99,0.1,414.89,-141.91
O00927,2025-06-11,C0288,P055,1,212.17,0.05,201.56,-112.41
O00928,2024-05-22,C0042,P048,7,424.33,0.05,2821.79,-2855.77
O00929,2024-09-14,C0686,P025,1,416.82,0.2,333.46,192.86
O00930,2024-01-03,C0747,P034,5,1165.94,0.0,5829.7,3543.95
O00931,2025-03-16,C0065,P058,4,1114.65,0.0,4458.6,4368.32
O00932,2024-11-21,C0331,P023,6,69.97,0.1,377.84,-4920.7
O00933,2025-09-25,C0415,P002,4,787.94,0.0,3151.76,-280.84
O00934,2024-09-01,C0628,P009,5,57.81,0.0,289.05,-1005.35
O00935,2024-05-29,C0790,P037,7,1029.46,0.0,7206.22,5395.04
O00936,2024-05-01,C0334,P060,6,303.49,0.0,1820.94,1182.9
O00937,2024-05-26,C0600,P045,6,570.48,0.0,3422.88,-464.58
O00938,2024-11-25,C0750,P038,2,646.25,0.05,1227.88,513.88
O00939,2024-03-04,C0665,P020,2,921.34,0.0,1842.68,752.24
O00940,2024-10-21,C0233,P027,4,1014.33,0.05,3854.45,2203.53
O00941,2025-09-16,C0654,P003,5,1064.41,0.0,5322.05,4756.3
O00942,2025-07-15,C0330,P023,5,69.97,0.15,297.37,-4118.08
O00943,2025-04-10,C0015,P038,6,646.25,0.05,3683.62,1541.62
O00944,2025-10-14,C0608,P055,1,212.17,0.2,169.74,-144.23
O00945,2025-07-24,C0669,P056,2,649.23,0.0,1298.46,354.34
O00946,2025-04-22,C0275,P050,2,301.39,0.0,602.78,362.18
O00947,2025-09-22,C0361,P002,4,787.94,0.1,2836.58,-596.02
O00948,2024-03-31,C0292,P049,5,603.63,0.1,2716.34,2492.89
O00949,2025-08-21,C0094,P014,1,465.85,0.0,465.85,-265.32
O00950,2024-08-03,C0796,P037,7,1029.46,0.05,6845.91,5034.73
O00951,2025-06-19,C0019,P057,3,743.47,0.1,2007.37,1502.35
O00952,2025-10-29,C0445,P054,5,1191.51,0.0,5957.55,2732.1
O00953,2024-12-28,C0012,P040,6,56.66,0.05,322.96,-1346.54
O00954,2024-03-05,C0552,P018,1,943.73,0.0,943.73,844.47
O00955,2024-09-27,C0721,P032,7,127.03,0.0,889.21,-2321.13
O00956,2024-10-24,C0515,P043,7,330.9,0.15,1968.85,-2305.21
O00957,2025-11-15,C0485,P031,7,333.66,0.05,2218.84,-3741.1
O00958,2025-11-19,C0663,P025,1,416.82,0.1,375.14,234.54
O00959,2025-02-19,C0780,P025,3,416.82,0.1,1125.41,703.61
O00960,2025-11-25,C0690,P036,2,548.94,0.2,878.3,-671.66
O00961,2024-11-14,C0186,P003,4,1064.41,0.0,4257.64,3805.04
O00962,2024-10-27,C0451,P060,7,303.49,0.0,2124.43,1380.05
O00963,2025-09-03,C0656,P007,6,540.47,0.0,3242.82,2436.36
O00964,2025-05-02,C0236,P060,6,303.49,0.05,1729.89,1091.85
O00965,2025-01-16,C0541,P003,3,1064.41,0.05,3033.57,2694.12
O00966,2024-11-29,C0019,P031,7,333.66,0.1,2102.06,-3857.88
O00967,2025-05-30,C0702,P026,7,39.15,0.0,274.05,-5949.02
O00968,2025-07-04,C0492,P035,6,615.36,0.0,3692.16,2250.0
O00969,2024-12-24,C0595,P027,6,1014.33,0.15,5173.08,2696.7
O00970,2024-01-24,C0661,P054,5,1191.51,0.1,5361.8,2136.35
O00971,2024-03-15,C0176,P001,1,546.74,0.0,546.74,-213.29
O00972,2024-04-15,C0361,P060,2,303.49,0.1,546.28,333.6
O00973,2024-12-03,C0687,P042,6,233.96,0.05,1333.57,-2357.81
O00974,2025-03-24,C0132,P047,3,272.32,0.1,735.26,-821.86
O00975,2025-08-10,C0658,P009,2,57.81,0.0,115.62,-402.14
O00976,2024-06-18,C0231,P004,7,187.13,0.05,1244.41,-1873.74
O00977,2025-07-29,C0461,P024,4,665.45,0.0,2661.8,1037.84
O00978,2025-05-01,C0408,P020,7,921.34,0.0,6449.38,2632.84
O00979,2024-02-07,C0550,P047,2,272.32,0.1,490.18,-547.9
O00980,2024-09-13,C0670,P054,3,1191.51,0.0,3574.53,1639.26
O00981,2024-08-09,C0280,P026,3,39.15,0.0,117.45,-2549.58
O00982,2025-10-10,C0138,P047,3,272.32,0.0,816.96,-740.16
O00983,2025-11-04,C0339,P004,4,187.13,0.0,748.52,-1033.28
O00984,2025-08-21,C0490,P045,3,570.48,0.1,1540.3,-403.43
O00985,2025-01-20,C0601,P006,6,358.18,0.0,2149.08,1836.12
O00986,2024-12-26,C0603,P041,3,256.22,0.1,691.79,-384.43
O00987,2024-08-15,C0272,P023,4,69.97,0.15,237.9,-3294.46
O00988,2025-07-18,C0749,P025,7,416.82,0.0,2917.74,1933.54
O00989,2024-03-04,C0067,P017,4,517.11,0.1,1861.6,594.0
O00990,2024-07-17,C0094,P025,1,416.82,0.0,416.82,276.22
O00991,2024-04-08,C0020,P053,1,858.22,0.0,858.22,308.41
O00992,2024-12-27,C0742,P049,4,603.63,0.0,2414.52,2235.76
O00993,2024-08-07,C0145,P021,5,949.32,0.0,4746.6,3429.2
O00994,2024-05-24,C0482,P018,7,943.73,0.0,6606.11,5911.29
O00995,2024-10-02,C0651,P031,1,333.66,0.0,333.66,-517.76
O00996,2025-09-21,C0614,P042,4,233.96,0.1,842.26,-1618.66
O00997,2025-02-11,C0760,P011,3,148.23,0.05,422.46,-1346.61
O00998,2025-08-24,C0044,P044,4,431.66,0.15,1467.64,163.08
O00999,2025-10-30,C0326,P057,4,743.47,0.05,2825.19,2151.83
O01000,2025-10-21,C0405,P051,3,174.29,0.05,496.73,-1528.06
O01001,2024-09-13,C0557,P033,1,1117.52,0.0,1117.52,730.47
O01002,2025-10-03,C0499,P020,1,921.34,0.05,875.27,330.05
O01003,2025-10-26,C0448,P020,4,921.34,0.0,3685.36,1504.48
O01004,2025-12-02,C0246,P045,2,570.48,0.15,969.82,-326.0
O01005,2024-09-13,C0086,P028,3,586.16,0.15,1494.71,599.9
O01006,2024-06-15,C0346,P007,1,540.47,0.0,540.47,406.06
O01007,2025-03-03,C0208,P041,1,256.22,0.05,243.41,-115.33
O01008,2025-11-12,C0444,P009,1,57.81,0.05,54.92,-203.96
O01009,2025-10-20,C0638,P060,3,303.49,0.05,864.95,545.93
O01010,2025-02-21,C0443,P026,2,39.15,0.0,78.3,-1699.72
O01011,2024-04-19,C0467,P021,2,949.32,0.1,1708.78,1181.82
O01012,2024-11-04,C0034,P004,3,187.13,0.1,505.25,-831.1
O01013,2025-06-06,C0516,P011,3,148.23,0.0,444.69,-1324.38
O01014,2025-02-13,C0352,P057,1,743.47,0.05,706.3,537.96
O01015,2024-09-09,C0099,P033,1,1117.52,0.0,1117.52,730.47
O01016,2024-09-07,C0172,P055,7,212.17,0.15,1262.41,-935.38
O01017,2024-02-13,C0625,P058,5,1114.65,0.0,5573.25,5460.4
O01018,2024-07-29,C0734,P003,1,1064.41,0.0,1064.41,951.26
O01019,2025-05-04,C0407,P023,2,69.97,0.0,139.94,-1626.24
O01020,2024-06-25,C0782,P051,3,174.29,0.1,470.58,-1554.21
O01021,2025-12-27,C0145,P030,7,81.03,0.1,510.49,-375.15
O01022,2024-03-01,C0240,P031,7,333.66,0.0,2335.62,-3624.32
O01023,2025-03-06,C0745,P035,6,615.36,0.0,3692.16,2250.0
O01024,2024-12-28,C0141,P043,1,330.9,0.1,297.81,-312.77
O01025,2025-09-01,C0528,P057,4,743.47,0.0,2973.88,2300.52
O01026,2025-10-10,C0176,P054,4,1191.51,0.0,4766.04,2185.68
O01027,2025-02-01,C0265,P038,5,646.25,0.2,2585.0,800.0
O01028,2025-04-05,C0383,P035,6,615.36,0.0,3692.16,2250.0
O01029,2025-05-25,C0288,P022,3,1116.41,0.05,3181.77,1463.37
O01030,2025-01-15,C0700,P007,4,540.47,0.0,2161.88,1624.24
O01031,2024-05-15,C0779,P043,2,330.9,0.1,595.62,-625.54
O01032,2024-11-09,C0401,P001,2,546.74,0.1,984.13,-535.93
O01033,2024-06-25,C0421,P042,3,233.96,0.0,701.88,-1143.81
O01034,2024-12-05,C0045,P030,6,81.03,0.1,437.56,-321.56
O01035,2025-03-25,C0188,P048,4,424.33,0.15,1442.72,-1801.6
O01036,2024-06-01,C0032,P057,5,743.47,0.1,3345.62,2503.92
O01037,2024-07-01,C0686,P034,5,1165.94,0.0,5829.7,3543.95
O01038,2025-08-24,C0182,P035,3,615.36,0.0,1846.08,1125.0
O01039,2024-10-03,C0273,P030,7,81.03,0.15,482.13,-403.51
O01040,2024-05-25,C0675,P023,1,69.97,0.0,69.97,-813.12
O01041,2025-06-05,C0571,P006,7,358.18,0.0,2507.26,2142.14
O01042,2025-06-07,C0498,P002,1,787.94,0.0,787.94,-70.21
O01043,2025-08-26,C0031,P044,3,431.66,0.1,1165.48,187.06
O01044,2025-07-09,C0451,P055,6,212.17,0.0,1273.02,-610.8
O01045,2025-12-26,C0449,P004,5,187.13,0.0,935.65,-1291.6
O01046,2025-02-24,C0256,P020,3,921.34,0.05,2625.82,990.16
O01047,2024-07-28,C0596,P037,7,1029.46,0.0,7206.22,5395.04
O01048,2025-09-22,C0744,P043,1,330.9,0.0,330.9,-279.68
O01049,2024-07-12,C0208,P045,5,570.48,0.05,2709.78,-529.77
O01050,2024-07-31,C0265,P042,4,233.96,0.0,935.84,-1525.08
O01051,2025-08-28,C0258,P006,2,358.18,0.2,573.09,468.77
O01052,2025-10-06,C0668,P016,7,627.86,0.0,4395.02,4189.01
O01053,2024-09-05,C0063,P029,6,580.35,0.1,3133.89,-2148.87
O01054,2025-06-17,C0717,P004,1,187.13,0.05,177.77,-267.68
O01055,2025-11-05,C0621,P021,1,949.32,0.0,949.32,685.84
O01056,2025-08-06,C0387,P024,1,665.45,0.0,665.45,259.46
O01057,2024-01-04,C0467,P059,3,66.68,0.05,190.04,-546.37
O01058,2025-04-30,C0716,P020,3,921.34,0.0,2764.02,1128.36
O01059,2024-05-04,C0616,P059,6,66.68,0.0,400.08,-1072.74
O01060,2025-09-10,C0222,P043,5,330.9,0.2,1323.6,-1729.3
O01061,2024-02-19,C0041,P042,1,233.96,0.05,222.26,-392.97
O01062,2025-12-26,C0527,P050,4,301.39,0.15,1024.73,543.53
O01063,2024-05-09,C0117,P051,6,174.29,0.0,1045.74,-3003.84
O01064,2024-11-03,C0071,P014,7,465.85,0.0,3260.95,-1857.24
O01065,2024-06-20,C0786,P026,3,39.15,0.05,111.58,-2555.45
O01066,2025-08-17,C0380,P032,1,127.03,0.0,127.03,-331.59
O01067,2024-10-14,C0521,P059,2,66.68,0.0,133.36,-357.58
O01068,2025-06-28,C0174,P003,3,1064.41,0.0,3193.23,2853.78
O01069,2024-02-19,C0082,P029,4,580.35,0.0,2321.4,-1200.44
O01070,2024-11-27,C0051,P013,3,485.0,0.1,1309.5,60.51
O01071,2025-10-27,C0284,P013,1,485.0,0.0,485.0,68.67
O01072,2025-11-08,C0003,P046,3,1026.09,0.2,2462.62,1467.94
O01073,2024-06-01,C0337,P013,3,485.0,0.0,1455.0,206.01
O01074,2024-10-15,C0260,P048,4,424.33,0.0,1697.32,-1547.0
O01075,2024-10-26,C0422,P060,1,303.49,0.0,303.49,197.15
O01076,2025-02-17,C0472,P047,6,272.32,0.05,1552.22,-1562.02
O01077,2025-01-27,C0247,P011,3,148.23,0.15,377.99,-1391.08
O01078,2024-03-18,C0365,P009,3,57.81,0.1,156.09,-620.55
O01079,2025-07-11,C0063,P027,7,1014.33,0.0,7100.31,4211.2
O01080,2024-06-14,C0242,P034,6,1165.94,0.0,6995.64,4252.74
O01081,2024-08-18,C0783,P047,1,272.32,0.1,245.09,-273.95
O01082,2025-09-06,C0793,P026,2,39.15,0.0,78.3,-1699.72
O01083,2025-05-19,C0389,P011,1,148.23,0.05,140.82,-448.87
O01084,2024-10-16,C0752,P060,4,303.49,0.0,1213.96,788.6
O01085,2025-10-29,C0402,P055,3,212.17,0.0,636.51,-305.4
O01086,2024-10-15,C0101,P040,3,56.66,0.0,169.98,-664.77
O01087,2025-02-17,C0695,P042,4,233.96,0.0,935.84,-1525.08
O01088,2024-06-28,C0333,P057,4,743.47,0.15,2527.8,1854.44
O01089,2024-05-13,C0490,P029,1,580.35,0.05,551.33,-329.13
O01090,2024-12-25,C0520,P009,1,57.81,0.15,49.14,-209.74
O01091,2025-02-15,C0247,P037,6,1029.46,0.1,5559.08,4006.64
O01092,2025-08-12,C0587,P028,7,586.16,0.0,4103.12,2015.23
O01093,2024-10-12,C0402,P048,6,424.33,0.05,2418.68,-2447.8
O01094,2025-10-16,C0294,P047,7,272.32,0.0,1906.24,-1727.04
O01095,2025-03-19,C0239,P029,4,580.35,0.1,2089.26,-1432.58
O01096,2024-02-21,C0598,P023,6,69.97,0.0,419.82,-4878.72
O01097,2025-06-24,C0200,P026,7,39.15,0.15,232.94,-5990.13
O01098,2025-02-24,C0100,P038,7,646.25,0.05,4297.56,1798.56
O01099,2024-10-11,C0706,P039,2,240.05,0.05,456.1,-1302.12
O01100,2024-12-07,C0266,P031,2,333.66,0.05,633.95,-1068.89
O01101,2024-08-08,C0513,P032,3,127.03,0.05,362.04,-1013.82
O01102,2025-03-25,C0574,P060,4,303.49,0.1,1092.56,667.2
O01103,2025-02-18,C0671,P016,7,627.86,0.1,3955.52,3749.51
O01104,2024-11-22,C0501,P011,3,148.23,0.0,444.69,-1324.38
O01105,2024-07-27,C0567,P048,6,424.33,0.05,2418.68,-2447.8
O01106,2024-10-18,C0670,P057,7,743.47,0.0,5204.29,4025.91
O01107,2024-12-29,C0755,P037,7,1029.46,0.05,6845.91,5034.73
O01108,2024-12-10,C0038,P025,2,416.82,0.05,791.96,510.76
O01109,2024-08-14,C0595,P021,2,949.32,0.0,1898.64,1371.68
O01110,2025-03-01,C0140,P029,2,580.35,0.1,1044.63,-716.29
O01111,2024-06-14,C0714,P004,6,187.13,0.05,1066.64,-1606.06
O01112,2025-01-01,C0039,P032,5,127.03,0.05,603.39,-1689.71
O01113,2024-03-29,C0198,P017,3,517.11,0.1,1396.2,445.5
O01114,2024-12-11,C0154,P016,1,627.86,0.1,565.07,535.64
O01115,2025-07-27,C0483,P034,4,1165.94,0.1,4197.38,2368.78
O01116,2025-08-20,C0004,P058,6,1114.65,0.0,6687.9,6552.48
O01117,2025-05-22,C0014,P013,4,485.0,0.0,1940.0,274.68
O01118,2025-06-29,C0404,P055,2,212.17,0.1,381.91,-246.03
O01119,2024-02-18,C0778,P032,5,127.03,0.0,635.15,-1657.95
O01120,2024-09-06,C0423,P059,5,66.68,0.0,333.4,-893.95
O01121,2025-04-23,C0357,P023,5,69.97,0.0,349.85,-4065.6
O01122,2025-08-08,C0527,P060,7,303.49,0.0,2124.43,1380.05
O01123,2025-03-02,C0442,P040,3,56.66,0.2,135.98,-698.77
O01124,2025-09-16,C0308,P041,5,256.22,0.0,1281.1,-512.6
O01125,2024-07-18,C0471,P034,6,1165.94,0.0,6995.64,4252.74
O01126,2024-04-22,C0003,P028,2,586.16,0.15,996.47,399.93
O01127,2024-03-04,C0196,P032,2,127.03,0.2,203.25,-713.99
O01128,2025-03-01,C0540,P052,1,1125.55,0.0,1125.55,397.37
O01129,2025-05-01,C0274,P048,3,424.33,0.15,1082.04,-1351.2
O01130,2024-07-27,C0044,P002,1,787.94,0.0,787.94,-70.21
O01131,2025-07-26,C0100,P042,6,233.96,0.1,1263.38,-2428.0
O01132,2025-06-24,C0693,P051,1,174.29,0.0,174.29,-500.64
O01133,2024-09-20,C0264,P045,5,570.48,0.0,2852.4,-387.15
O01134,2024-06-23,C0019,P030,5,81.03,0.0,405.15,-227.45
O01135,2025-06-26,C0584,P021,7,949.32,0.1,5980.72,4136.36
O01136,2025-05-05,C0425,P041,3,256.22,0.0,768.66,-307.56
O01137,2024-05-04,C0362,P040,3,56.66,0.05,161.48,-673.27
O01138,2024-07-05,C0716,P023,2,69.97,0.1,125.95,-1640.23
O01139,2024-12-21,C0251,P025,4,416.82,0.0,1667.28,1104.88
O01140,2025-01-08,C0458,P023,2,69.97,0.15,118.95,-1647.23
O01141,2024-05-01,C0596,P003,1,1064.41,0.0,1064.41,951.26
O01142,2025-11-24,C0487,P002,7,787.94,0.0,5515.58,-491.47
O01143,2024-10-11,C0167,P005,5,831.29,0.0,4156.45,3427.0
O01144,2024-10-05,C0546,P026,1,39.15,0.0,39.15,-849.86
O01145,2024-02-14,C0595,P031,5,333.66,0.0,1668.3,-2588.8
O01146,2025-10-02,C0098,P025,3,416.82,0.05,1187.94,766.14
O01147,2024-06-20,C0133,P058,2,1114.65,0.05,2117.84,2072.7
O01148,2025-12-22,C0540,P014,4,465.85,0.0,1863.4,-1061.28
O01149,2024-12-28,C0096,P024,6,665.45,0.0,3992.7,1556.76
O01150,2025-10-01,C0705,P015,1,720.35,0.1,648.32,166.23
O01151,2024-05-10,C0088,P018,3,943.73,0.0,2831.19,2533.41
O01152,2024-05-01,C0780,P036,7,548.94,0.05,3650.45,-1774.41
O01153,2025-08-08,C0538,P019,3,46.28,0.15,118.01,-2428.21
O01154,2025-08-22,C0355,P020,1,921.34,0.0,921.34,376.12
O01155,2025-02-01,C0215,P041,4,256.22,0.05,973.64,-461.32
O01156,2024-01-24,C0276,P050,5,301.39,0.15,1280.91,679.41
O01157,2025-11-20,C0599,P013,7,485.0,0.05,3225.25,310.94
O01158,2024-10-14,C0603,P007,5,540.47,0.2,2161.88,1489.83
O01159,2025-11-15,C0167,P015,1,720.35,0.0,720.35,238.26
O01160,2025-09-28,C0435,P035,6,615.36,0.05,3507.55,2065.39
O01161,2025-09-14,C0795,P058,6,1114.65,0.0,6687.9,6552.48
O01162,2025-05-18,C0206,P010,5,460.99,0.0,2304.95,-479.05
O01163,2025-05-07,C0555,P003,7,1064.41,0.2,5960.7,5168.65
O01164,2025-01-24,C0138,P032,6,127.03,0.0,762.18,-1989.54
O01165,2024-01-19,C0668,P060,2,303.49,0.2,485.58,272.9
O01166,2024-10-10,C0137,P034,3,1165.94,0.1,3148.04,1776.59
O01167,2025-06-18,C0239,P056,4,649.23,0.15,2207.38,319.14
O01168,2025-08-16,C0368,P039,4,240.05,0.2,768.16,-2748.28
O01169,2025-02-13,C0297,P002,5,787.94,0.05,3742.72,-548.03
O01170,2025-06-02,C0137,P026,5,39.15,0.2,156.6,-4288.45
O01171,2024-01-16,C0513,P047,1,272.32,0.1,245.09,-273.95
O01172,2024-12-08,C0016,P031,4,333.66,0.05,1267.91,-2137.77
O01173,2025-01-06,C0787,P012,1,312.99,0.1,281.69,259.43
O01174,2025-10-14,C0042,P011,4,148.23,0.0,592.92,-1765.84
O01175,2024-08-15,C0268,P040,3,56.66,0.0,169.98,-664.77
O01176,2024-06-17,C0744,P028,2,586.16,0.0,1172.32,575.78
O01177,2024-09-14,C0125,P035,7,615.36,0.0,4307.52,2625.0
O01178,2024-05-04,C0059,P023,2,69.97,0.0,139.94,-1626.24
O01179,2025-02-12,C0596,P021,1,949.32,0.05,901.85,638.37
O01180,2025-04-14,C0059,P040,3,56.66,0.1,152.98,-681.77
O01181,2025-08-08,C0720,P001,6,546.74,0.1,2952.4,-1607.78
O01182,2025-12-11,C0361,P027,1,1014.33,0.15,862.18,449.45
O01183,2024-02-23,C0696,P023,4,69.97,0.2,223.9,-3308.46
O01184,2024-06-29,C0197,P047,3,272.32,0.15,694.42,-862.7
O01185,2024-08-07,C0113,P044,7,431.66,0.05,2870.54,587.56
O01186,2024-07-01,C0771,P026,1,39.15,0.0,39.15,-849.86
O01187,2025-08-27,C0610,P016,1,627.86,0.15,533.68,504.25
O01188,2024-04-11,C0729,P015,4,720.35,0.0,2881.4,953.04
O01189,2024-01-22,C0256,P013,2,485.0,0.0,970.0,137.34
O01190,2025-09-21,C0324,P017,5,517.11,0.0,2585.55,1001.05
O01191,2025-12-03,C0462,P046,2,1026.09,0.05,1949.57,1286.45
O01192,2024-06-14,C0359,P003,4,1064.41,0.1,3831.88,3379.28
O01193,2024-08-31,C0195,P002,1,787.94,0.0,787.94,-70.21
O01194,2025-01-02,C0301,P033,5,1117.52,0.1,5028.84,3093.59
O01195,2025-01-19,C0488,P014,4,465.85,0.0,1863.4,-1061.28
O01196,2025-12-25,C0031,P050,1,301.39,0.0,301.39,181.09
O01197,2024-10-22,C0269,P046,2,1026.09,0.0,2052.18,1389.06
O01198,2024-01-09,C0235,P047,1,272.32,0.0,272.32,-246.72
O01199,2024-11-05,C0057,P028,1,586.16,0.1,527.54,229.27
O01200,2025-02-10,C0099,P027,5,1014.33,0.0,5071.65,3008.0
O01201,2025-01-12,C0397,P026,3,39.15,0.0,117.45,-2549.58
O01202,2025-01-09,C0082,P012,6,312.99,0.0,1877.94,1744.38
O01203,2025-11-05,C0276,P035,2,615.36,0.1,1107.65,626.93
O01204,2025-08-13,C0449,P052,6,1125.55,0.2,5402.64,1033.56
O01205,2024-07-02,C0700,P016,5,627.86,0.1,2825.37,2678.22
O01206,2024-09-16,C0080,P004,5,187.13,0.05,888.87,-1338.38
O01207,2025-05-03,C0348,P034,6,1165.94,0.15,5946.29,3203.39
O01208,2024-10-26,C0083,P024,5,665.45,0.0,3327.25,1297.3
O01209,2024-11-09,C0343,P048,6,424.33,0.0,2545.98,-2320.5
O01210,2024-05-02,C0385,P052,6,1125.55,0.05,6415.63,2046.55
O01211,2024-07-04,C0640,P058,4,1114.65,0.0,4458.6,4368.32
O01212,2025-06-25,C0354,P024,6,665.45,0.05,3793.06,1357.12
O01213,2025-09-08,C0749,P055,6,212.17,0.05,1209.37,-674.45
O01214,2025-07-27,C0111,P008,6,635.81,0.0,3814.86,1542.24
O01215,2024-08-13,C0043,P023,5,69.97,0.05,332.36,-4083.09
O01216,2024-04-09,C0004,P016,1,627.86,0.0,627.86,598.43
O01217,2024-04-26,C0286,P056,4,649.23,0.0,2596.92,708.68
O01218,2024-10-14,C0155,P037,1,1029.46,0.15,875.04,616.3
O01219,2025-01-13,C0074,P022,1,1116.41,0.1,1004.77,431.97
O01220,2025-10-14,C0189,P010,3,460.99,0.0,1382.97,-287.43
O01221,2025-10-19,C0780,P047,4,272.32,0.0,1089.28,-986.88
O01222,2024-01-02,C0641,P040,4,56.66,0.0,226.64,-886.36
O01223,2025-06-01,C0015,P052,7,1125.55,0.0,7878.85,2781.59
O01224,2024-08-06,C0733,P027,6,1014.33,0.0,6085.98,3609.6
O01225,2024-05-24,C0165,P009,3,57.81,0.0,173.43,-603.21
O01226,2025-02-09,C0325,P021,3,949.32,0.1,2563.16,1772.72
O01227,2024-01-25,C0263,P038,5,646.25,0.1,2908.12,1123.12
O01228,2024-09-01,C0325,P015,2,720.35,0.1,1296.63,332.45
O01229,2025-02-07,C0609,P005,7,831.29,0.05,5528.08,4506.85
O01230,2024-07-17,C0570,P050,6,301.39,0.1,1627.51,905.71
O01231,2025-03-09,C0476,P032,5,127.03,0.1,571.64,-1721.46
O01232,2024-12-02,C0502,P024,2,665.45,0.15,1131.27,319.29
O01233,2025-08-07,C0583,P034,5,1165.94,0.1,5246.73,2960.98
O01234,2024-05-12,C0148,P045,6,570.48,0.1,3080.59,-806.87
O01235,2024-02-11,C0317,P001,1,546.74,0.1,492.07,-267.96
O01236,2025-01-22,C0087,P027,2,1014.33,0.05,1927.23,1101.77
O01237,2024-07-06,C0564,P016,4,627.86,0.0,2511.44,2393.72
O01238,2025-05-31,C0351,P006,3,358.18,0.0,1074.54,918.06
O01239,2024-03-09,C0510,P003,5,1064.41,0.0,5322.05,4756.3
O01240,2025-02-24,C0452,P027,3,1014.33,0.0,3042.99,1804.8
O01241,2025-12-24,C0219,P033,7,1117.52,0.0,7822.64,5113.29
O01242,2024-03-09,C0111,P031,3,333.66,0.0,1000.98,-1553.28
O01243,2024-08-08,C0779,P047,3,272.32,0.0,816.96,-740.16
O01244,2025-09-09,C0235,P028,1,586.16,0.2,468.93,170.66
O01245,2025-01-25,C0088,P036,2,548.94,0.0,1097.88,-452.08
O01246,2024-05-07,C0245,P049,2,603.63,0.0,1207.26,1117.88
O01247,2024-06-04,C0722,P040,6,56.66,0.0,339.96,-1329.54
O01248,2025-07-13,C0210,P055,3,212.17,0.0,636.51,-305.4
O01249,2025-09-21,C0790,P014,2,465.85,0.1,838.53,-623.81
O01250,2024-09-20,C0369,P048,3,424.33,0.05,1209.34,-1223.9
O01251,2024-12-12,C0690,P042,4,233.96,0.0,935.84,-1525.08
O01252,2025-07-26,C0523,P035,6,615.36,0.05,3507.55,2065.39
O01253,2024-05-09,C0036,P001,7,546.74,0.0,3827.18,-1493.03
O01254,2024-05-30,C0408,P033,1,1117.52,0.1,1005.77,618.72
O01255,2025-07-20,C0334,P052,6,1125.55,0.15,5740.3,1371.22
O01256,2024-05-16,C0162,P039,3,240.05,0.15,612.13,-2025.2
O01257,2025-07-17,C0440,P001,6,546.74,0.0,3280.44,-1279.74
O01258,2024-12-29,C0083,P018,1,943.73,0.1,849.36,750.1
O01259,2025-12-24,C0559,P035,5,615.36,0.1,2769.12,1567.32
O01260,2024-01-25,C0658,P049,7,603.63,0.15,3591.6,3278.77
O01261,2025-11-22,C0075,P027,1,1014.33,0.0,1014.33,601.6
O01262,2024-06-13,C0384,P052,6,1125.55,0.05,6415.63,2046.55
O01263,2024-01-26,C0525,P048,1,424.33,0.0,424.33,-386.75
O01264,2025-06-13,C0050,P017,7,517.11,0.0,3619.77,1401.47
O01265,2025-01-24,C0312,P012,6,312.99,0.1,1690.15,1556.59
O01266,2025-09-04,C0207,P055,7,212.17,0.0,1485.19,-712.6
O01267,2024-03-20,C0032,P036,7,548.94,0.0,3842.58,-1582.28
O01268,2024-02-29,C0644,P051,3,174.29,0.1,470.58,-1554.21
O01269,2025-02-18,C0356,P056,3,649.23,0.05,1850.31,434.13
O01270,2025-10-06,C0602,P026,5,39.15,0.2,156.6,-4288.45
O01271,2024-10-23,C0470,P003,2,1064.41,0.1,1915.94,1689.64
O01272,2025-08-05,C0701,P055,3,212.17,0.15,541.03,-400.88
O01273,2025-10-24,C0798,P036,1,548.94,0.1,494.05,-280.93
O01274,2025-09-27,C0482,P008,7,635.81,0.0,4450.67,1799.28
O01275,2025-01-06,C0282,P032,2,127.03,0.0,254.06,-663.18
O01276,2025-05-25,C0339,P002,3,787.94,0.15,2009.25,-565.2
O01277,2025-01-19,C0661,P018,4,943.73,0.0,3774.92,3377.88
O01278,2025-05-07,C0342,P021,3,949.32,0.0,2847.96,2057.52
O01279,2025-02-18,C0416,P028,6,586.16,0.05,3341.11,1551.49
O01280,2025-01-18,C0156,P034,7,1165.94,0.0,8161.58,4961.53
O01281,2024-11-15,C0793,P051,5,174.29,0.0,871.45,-2503.2
O01282,2025-04-22,C0521,P022,6,1116.41,0.05,6363.54,2926.74
O01283,2025-07-03,C0265,P045,1,570.48,0.0,570.48,-77.43
O01284,2025-11-02,C0469,P057,7,743.47,0.1,4683.86,3505.48
O01285,2025-03-24,C0321,P045,1,570.48,0.0,570.48,-77.43
O01286,2024-03-14,C0124,P016,1,627.86,0.05,596.47,567.04
O01287,2025-03-05,C0700,P041,1,256.22,0.0,256.22,-102.52
O01288,2024-08-18,C0709,P017,2,517.11,0.05,982.51,348.71
O01289,2024-01-20,C0668,P029,6,580.35,0.0,3482.1,-1800.66
O01290,2024-02-22,C0295,P039,3,240.05,0.0,720.15,-1917.18
