customer_id,customer_name,segment,region,signup_date
C0559,Customer 0559,Corporate,East,2023-02-28
C0560,Customer 0560,Consumer,North,2024-02-14
C0561,Customer 0561,Consumer,East,2023-05-08
C0562,Customer 0562,Consumer,South,2024-01-05
C0563,Customer 0563,Home Office,East,2024-02-25
C0564,Customer 0564,Corporate,North,2024-04-09
C0565,Customer 0565,Corporate,South,2023-10-29
C0566,Customer 0566,Corporate,East,2023-10-26
C0567,Customer 0567,Corporate,North,2024-05-10
C0568,Customer 0568,Consumer,North,2024-06-30
C0569,Customer 0569,Consumer,North,2024-08-12
C0570,Customer 0570,Consumer,South,2023-09-01
C0571,Customer 0571,Consumer,North,2023-11-06
C0572,Customer 0572,Home Office,West,2023-08-30
C0573,Customer 0573,Consumer,South,2024-01-21
C0574,Customer 0574,Corporate,West,2023-04-03
C0575,Customer 0575,Home Office,West,2023-11-10
C0576,Customer 0576,Consumer,North,2023-05-18
C0577,Customer 0577,Home Office,East,2024-01-24
C0578,Customer 0578,Corporate,West,2024-09-12
C0579,Customer 0579,Home Office,East,2024-12-20
C0580,Customer 0580,Consumer,South,2023-11-22
C0581,Customer 0581,Consumer,South,2023-02-11
C0582,Customer 0582,Consumer,North,2023-06-16
C0583,Customer 0583,Consumer,East,2023-03-18
C0584,Customer 0584,Consumer,West,2024-07-08
C0585,Customer 0585,Home Office,West,2024-12-19
C0586,Customer 0586,Corporate,North,2024-02-09
C0587,Customer 0587,Consumer,West,2023-05-10
C0588,Customer 0588,Consumer,South,2023-01-16
C0589,Customer 0589,Consumer,West,2024-12-13
C0590,Customer 0590,Consumer,North,2023-08-19
C0591,Customer 0591,Home Office,West,2023-03-23
C0592,Customer 0592,Consumer,West,2023-05-10
C0593,Customer 0593,Consumer,North,2023-07-06
C0594,Customer 0594,Corporate,North,2024-04-23
C0595,Customer 0595,Consumer,West,2024-10-13
C0596,Customer 0596,Consumer,North,2023-07-20
C0597,Customer 0597,Corporate,East,2024-05-16
C0598,Customer 0598,Corporate,West,2023-02-17
C0599,Customer 0599,Home Office,East,2023-01-08
C0600,Customer 0600,Corporate,South,2023-02-10
C0601,Customer 0601,Consumer,South,2024-11-04
C0602,Customer 0602,Corporate,North,2024-02-29
C0603,Customer 0603,Home Office,West,2024-08-10
C0604,Customer 0604,Corporate,South,2023-01-16
C0605,Customer 0605,Home Office,North,2023-01-17
C0606,Customer 0606,Corporate,South,2024-09-11
C0607,Customer 0607,Home Office,West,2023-03-16
C0608,Customer 0608,Consumer,North,2023-04-24
C0609,Customer 0609,Corporate,West,2024-01-14
C0610,Customer 0610,Consumer,West,2024-03-18
C0611,Customer 0611,Corporate,West,2023-06-17
C0612,Customer 0612,Corporate,West,2023-11-21
C0613,Customer 0613,Home Office,West,2024-05-07
C0614,Customer 0614,Home Office,West,2023-11-20
C0615,Customer 0615,Consumer,North,2023-10-07
C0616,Customer 0616,Corporate,West,2023-02-22
C0617,Customer 0617,Corporate,East,2023-11-26
C0618,Customer 0618,Consumer,East,2024-08-09
C0619,Customer 0619,Consumer,West,2024-04-02
C0620,Customer 0620,Consumer,West,2024-10-13
C0621,Customer 0621,Corporate,West,2023-04-03
C0622,Customer 0622,Consumer,East,2023-01-09
C0623,Customer 0623,Home Office,South,2024-02-05
C0624,Customer 0624,Consumer,South,2023-05-11
C0625,Customer 0625,Home Office,South,2024-03-09
C0626,Customer 0626,Consumer,South,2024-10-21
C0627,Customer 0627,Corporate,North,2023-09-04
C0628,Customer 0628,Consumer,North,2024-02-06
C0629,Customer 0629,Corporate,West,2024-05-12
C0630,Customer 0630,Corporate,South,2023-04-20
C0631,Customer 0631,Home Office,West,2024-10-17
C0632,Customer 0632,Corporate,East,2023-05-29
C0633,Customer 0633,Consumer,North,2024-08-13
C0634,Customer 0634,Consumer,North,2024-04-26
C0635,Customer 0635,Consumer,North,2023-04-13
C0636,Customer 0636,Consumer,West,2024-06-13
C0637,Customer 0637,Corporate,North,2023-05-24
C0638,Customer 0638,Corporate,East,2024-03-13
C0639,Customer 0639,Corporate,West,2024-12-01
C0640,Customer 0640,Home Office,West,2024-11-26
C0641,Customer 0641,Corporate,North,2024-09-28
C0642,Customer 0642,Corporate,North,2023-12-27
C0643,Customer 0643,Consumer,North,2024-02-13
C0644,Customer 0644,Consumer,North,2023-08-08
C0645,Customer 0645,Corporate,North,2024-11-03
C0646,Customer 0646,Home Office,East,2023-12-15
C0647,Customer 0647,Consumer,West,2024-07-17
C0648,Customer 0648,Consumer,East,2023-09-20
C0649,Customer 0649,Corporate,East,2024-06-24
C0650,Customer 0650,Consumer,North,2023-06-13
C0651,Customer 0651,Consumer,West,2024-06-19
C0652,Customer 0652,Home Office,East,2023-02-03
C0653,Customer 0653,Corporate,West,2023-03-18
C0654,Customer 0654,Consumer,West,2023-09-15
C0655,Customer 0655,Home Office,South,2023-12-18
C0656,Customer 0656,Consumer,North,2024-06-03
C0657,Customer 0657,Home Office,North,2023-09-20
C0658,Customer 0658,Consumer,South,2023-01-14
C0659,Customer 0659,Corporate,West,2023-08-26
C0660,Customer 0660,Consumer,South,2023-11-17
C0661,Customer 0661,Consumer,West,2024-02-01
C0662,Customer 0662,Home Office,East,2024-04-15
C0663,Customer 0663,Consumer,North,2023-06-30
C0664,Customer 0664,Consumer,South,2024-03-21
C0665,Customer 0665,Consumer,East,2024-04-06
C0666,Customer 0666,Corporate,East,2024-07-20
C0667,Customer 0667,Corporate,South,2024-01-17
C0668,Customer 0668,Home Office,North,2024-08-14
C0669,Customer 0669,Consumer,West,2023-06-11
C0670,Customer 0670,Consumer,North,2024-06-03
C0671,Customer 0671,Consumer,West,2023-02-03
C0672,Customer 0672,Corporate,North,2023-03-17
C0673,Customer 0673,Home Office,North,2024-09-23
C0674,Customer 0674,Corporate,East,2023-12-13
C0675,Customer 0675,Corporate,East,2024-03-29
C0676,Customer 0676,Consumer,East,2024-03-16
C0677,Customer 0677,Home Office,South,2024-05-22
C0678,Customer 0678,Consumer,West,2023-06-29
C0679,Customer 0679,Consumer,East,2023-05-11
C0680,Customer 0680,Consumer,South,2023-02-01
C0681,Customer 0681,Consumer,South,2024-09-23
C0682,Customer 0682,Consumer,North,2023-06-13
C0683,Customer 0683,Consumer,East,2024-02-24
C0684,Customer 0684,Consumer,North,2023-11-29
C0685,Customer 0685,Corporate,East,2023-04-29
C0686,Customer 0686,Consumer,North,2023-10-30
C0687,Customer 0687,Consumer,West,2023-03-02
C0688,Customer 0688,Home Office,South,2023-05-09
C0689,Customer 0689,Corporate,West,2023-04-12
C0690,Customer 0690,Consumer,South,2024-08-24
C0691,Customer 0691,Consumer,North,2024-02-19
C0692,Customer 0692,Home Office,West,2024-11-06
C0693,Customer 0693,Consumer,East,2023-11-15
C0694,Customer 0694,Consumer,West,2023-05-27
C0695,Customer 0695,Home Office,South,2024-03-20
C0696,Customer 0696,Consumer,East,2024-11-09
C0697,Customer 0697,Corporate,West,2024-01-24
C0698,Customer 0698,Corporate,East,2023-01-14
C0699,Customer 0699,Corporate,South,2023-08-10
C0700,Customer 0700,Consumer,East,2024-11-06
C0701,Customer 0701,Consumer,East,2024-01-14
C0702,Customer 0702,Consumer,West,2024-11-25
C0703,Customer 0703,Consumer,South,2024-01-07
C0704,Customer 0704,Home Office,South,2023-01-09
C0705,Customer 0705,Consumer,West,2024-09-29
C0706,Customer 0706,Corporate,East,2024-07-11
C0707,Customer 0707,Corporate,West,2024-06-06
C0708,Customer 0708,Corporate,South,2024-12-09
C0709,Customer 0709,Consumer,North,2023-05-24
C0710,Customer 0710,Consumer,West,2024-10-23
C0711,Customer 0711,Home Office,North,2023-06-19
C0712,Customer 0712,Corporate,North,2024-12-09
C0713,Customer 0713,Corporate,East,2023-05-20
C0714,Customer 0714,Home Office,West,2024-02-06
C0715,Customer 0715,Corporate,West,2024-07-30
C0716,Customer 0716,Consumer,South,2023-02-27
C0717,Customer 0717,Corporate,North,2023-02-18
C0718,Customer 0718,Consumer,West,2024-09-12
C0719,Customer 0719,Corporate,North,2023-02-14
C0720,Customer 0720,Home Office,North,2024-03-24
C0721,Customer 0721,Consumer,South,2024-11-15
C0722,Customer 0722,Consumer,East,2024-03-24
C0723,Customer 0723,Consumer,West,2023-12-18
C0724,Customer 0724,Home Office,West,2023-11-01
C0725,Customer 0725,Consumer,West,2024-04-10
C0726,Customer 0726,Consumer,North,2024-02-22
C0727,Customer 0727,Consumer,South,2024-01-02
C0728,Customer 0728,Consumer,South,2023-04-23
C0729,Customer 0729,Consumer,North,2024-04-28
C0730,Customer 0730,Consumer,South,2024-06-24
C0731,Customer 0731,Consumer,South,2024-06-01
C0732,Customer 0732,Consumer,North,2023-02-24
C0733,Customer 0733,Consumer,East,2024-05-28
C0734,Customer 0734,Consumer,West,2024-06-16
C0735,Customer 0735,Consumer,North,2023-05-14
C0736,Customer 0736,Corporate,East,2024-09-11
C0737,Customer 0737,Consumer,West,2024-01-18
C0738,Customer 0738,Consumer,West,2023-12-11
C0739,Customer 0739,Consumer,West,2024-06-11
C0740,Customer 0740,Consumer,South,2024-01-08
C0741,Customer 0741,Consumer,West,2024-02-02
C0742,Customer 0742,Consumer,South,2023-08-16
C0743,Customer 0743,Home Office,South,2024-11-08
C0744,Customer 0744,Consumer,North,2024-12-08
C0745,Customer 0745,Consumer,South,2023-04-06
C0746,Customer 0746,Consumer,South,2024-06-19
C0747,Customer 0747,Consumer,South,2023-01-18
C0748,Customer 0748,Consumer,West,2023-09-27
C0749,Customer 0749,Corporate,South,2024-12-09
C0750,Customer 0750,Home Office,South,2023-05-08
C0751,Customer 0751,Consumer,North,2023-10-03
C0752,Customer 0752,Consumer,South,2023-06-10
C0753,Customer 0753,Consumer,South,2024-06-15
C0754,Customer 0754,Consumer,South,2023-12-05
C0755,Customer 0755,Corporate,North,2024-03-08
C0756,Customer 0756,Consumer,West,2024-11-19
C0757,Customer 0757,Consumer,West,2024-01-16
C0758,Customer 0758,Home Office,East,2024-06-19
C0759,Customer 0759,Consumer,East,2023-03-13
C0760,Customer 0760,Consumer,West,2023-06-07
C0761,Customer 0761,Corporate,West,2024-11-22
C0762,Customer 0762,Consumer,East,2024-09-19
C0763,Customer 0763,Consumer,West,2024-04-24
C0764,Customer 0764,Consumer,West,2023-10-04
C0765,Customer 0765,Home Office,West,2023-05-26
C0766,Customer 0766,Consumer,South,2024-09-13
C0767,Customer 0767,Consumer,North,2024-07-27
C0768,Customer 0768,Consumer,North,2023-06-26
C0769,Customer 0769,Consumer,South,2024-03-06
C0770,Customer 0770,Corporate,East,2024-03-27
C0771,Customer 0771,Consumer,South,2023-12-15
C0772,Customer 0772,Corporate,East,2024-11-07
C0773,Customer 0773,Corporate,East,2023-04-01
C0774,Customer 0774,Home Office,West,2023-07-08
C0775,Customer 0775,Consumer,North,2023-03-11
C0776,Customer 0776,Home Office,North,2024-05-20
C0777,Customer 0777,Corporate,West,2024-04-15
C0778,Customer 0778,Consumer,West,2024-12-21
C0779,Customer 0779,Corporate,West,2024-01-31
C0780,Customer 0780,Home Office,West,2023-04-20
C0781,Customer 0781,Consumer,West,2023-11-26
C0782,Customer 0782,Home Office,South,2023-03-06
C0783,Customer 0783,Consumer,South,2024-05-04
C0784,Customer 0784,Corporate,South,2024-05-07
C0785,Customer 0785,Home Office,East,2024-09-18
C0786,Customer 0786,Consumer,West,2023-09-06
C0787,Customer 0787,Corporate,South,2023-08-15
C0788,Customer 0788,Consumer,East,2023-02-22
C0789,Customer 0789,Corporate,South,2023-10-31
C0790,Customer 0790,Corporate,North,2023-12-13
C0791,Customer 0791,Consumer,North,2024-07-04
C0792,Customer 0792,Consumer,North,2024-07-04
C0793,Customer 0793,Consumer,West,2023-04-13
C0794,Customer 0794,Consumer,South,2023-07-28
C0795,Customer 0795,Consumer,West,2024-01-09
C0796,Customer 0796,Consumer,East,2023-09-02
C0797,Customer 0797,Consumer,North,2023-01-19
C0798,Customer 0798,Consumer,North,2024-09-09
C0799,Customer 0799,Corporate,West,2024-06-17
C0800,Customer 0800,Corporate,South,2024-01-15
